C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_217.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_217.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_217.jpg, 0, 0, 0, 7.819261E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_318.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_318.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_318.jpg, 0, 0, 0, 7.803193E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_420.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_420.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_420.jpg, 0, 0, 0, 7.859631E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_522.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_522.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_522.jpg, 0, 0, 0, 7.774634E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_625.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_625.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_625.jpg, 0, 0, 0, 7.877396E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_730.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_730.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_730.jpg, 0, 0, 0, 7.831496E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_834.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_834.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_834.jpg, 0, 0, 0, 7.783783E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_01_937.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_01_937.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_01_937.jpg, 0, 0, 0, 7.917823E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_041.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_041.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_041.jpg, 0, 0, 0, 7.793784E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_144.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_144.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_144.jpg, 0, 0, 0, 7.889536E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_244.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_244.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_244.jpg, 0, 0, 0, 7.77855E-05
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_345.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_345.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_345.jpg, 0, 0.2741958, 0, 0.2286418
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_446.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_446.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_446.jpg, -0.0582165, 0.5869918, 0, 0.7889854
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_547.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_547.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_547.jpg, -0.3550254, 0.8838007, 0, 1.785835
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_649.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_649.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_649.jpg, -0.1061904, 1, 0, 2.95665
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_753.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_753.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_753.jpg, 0, 1, 0, 4.129573
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_858.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_858.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_858.jpg, 0, 1, 0, 5.525604
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_02_963.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_02_963.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_02_963.jpg, -0.2991738, 1, 0, 6.654648
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_064.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_064.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_064.jpg, -0.6029001, 1, 0, 7.722988
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_165.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_165.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_165.jpg, -0.3358029, 0.6994067, 0, 8.608244
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_267.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_267.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_267.jpg, -0.03657389, 0.4001777, 0, 9.124167
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_369.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_369.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_369.jpg, 0, 0.09868632, 0, 9.267221
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_470.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_470.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_470.jpg, 0, 0, 0, 9.181584
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_573.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_573.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_573.jpg, -0.2630523, 0.2630523, 0, 9.304554
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_678.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_678.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_678.jpg, -0.6203774, 0.6203774, 0, 9.835996
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_778.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_778.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_778.jpg, -0.3193013, 0.9214535, 0, 10.75848
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_881.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_881.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_881.jpg, -0.02662461, 1, 0, 11.67503
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_03_984.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_03_984.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_03_984.jpg, 0, 1, 0, 13.06875
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_087.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_087.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_087.jpg, 0, 1, 0, 14.01943
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_192.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_192.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_192.jpg, 0, 1, 0, 15.02794
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_297.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_297.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_297.jpg, -0.1317417, 1, 0, 16.25042
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_401.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_401.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_401.jpg, -0.4430901, 1, 0, 17.31953
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_506.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_506.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_506.jpg, -0.5489178, 1, 0, 18.06178
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_608.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_608.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_608.jpg, -0.2581591, 1, 0, 19.24041
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_717.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_717.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_717.jpg, 0, 1, 0, 20.40335
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_821.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_821.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_821.jpg, 0, 1, 0, 21.32873
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_04_921.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_04_921.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_04_921.jpg, 0, 1, 0, 22.36992
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_021.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_021.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_021.jpg, -0.0643866, 1, 0, 23.33099
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_126.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_126.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_126.jpg, -0.3605679, 1, 0, 24.21775
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_226.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_226.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_226.jpg, -0.1097199, 1, 0, 25.17966
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_334.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_334.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_334.jpg, 0, 1, 0, 26.12884
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_440.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_440.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_440.jpg, 0, 1, 0, 27.26094
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_546.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_546.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_546.jpg, 0, 1, 0, 28.19493
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_05_995.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_05_995.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_05_995.jpg, -1, 0, 0, 25.70639
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_091.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_091.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_091.jpg, -0.6978886, 0, 0, 25.3911
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_192.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_192.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_192.jpg, -0.3964465, 0, 0, 25.20778
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_298.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_298.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_298.jpg, -0.6953905, 0, 0, 24.91053
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_401.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_401.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_401.jpg, -0.4448952, 0, 0, 24.68103
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_502.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_502.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_502.jpg, -0.145926, 0, 0, 24.43816
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_607.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_607.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_607.jpg, 0.3312649, 0, 0, 23.85891
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_710.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_710.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_710.jpg, 0.6408027, 0, 0, 23.13414
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_06_905.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_06_905.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_06_905.jpg, 1, 0, 0, 22.01709
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_004.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_004.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_004.jpg, 0.7350628, 0, 0, 21.73853
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_107.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_107.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_107.jpg, 0.3890435, 0, 0, 21.53852
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_209.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_209.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_209.jpg, 0.08145675, 0, 0, 21.1885
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_315.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_315.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_315.jpg, 0.3779398, 0, 0, 21.17775
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_419.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_419.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_419.jpg, 0.1116589, 0, 0, 20.76779
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_524.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_524.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_524.jpg, 0, 0, 0, 20.81391
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_629.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_629.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_629.jpg, -0.3110799, 0, 0, 20.4682
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_732.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_732.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_732.jpg, -0.01665566, 0, 0, 19.94883
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_833.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_833.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_833.jpg, 0, 0.0510465, 0, 20.09064
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_07_934.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_07_934.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_07_934.jpg, 0, 0.3497367, 0, 19.85896
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_035.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_035.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_035.jpg, 0, 0.6506037, 0, 20.62329
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_136.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_136.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_136.jpg, 0, 0.9531332, 0, 21.31901
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_237.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_237.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_237.jpg, -0.2847387, 1, 0, 22.34363
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_338.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_338.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_338.jpg, -0.03007435, 1, 0, 23.29838
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_439.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_439.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_439.jpg, 0, 1, 0, 24.28482
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_543.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_543.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_543.jpg, 0, 1, 0, 25.24913
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_649.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_649.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_649.jpg, -0.2807376, 1, 0, 26.34515
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_751.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_751.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_751.jpg, 0, 1, 0, 27.2911
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_869.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_869.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_869.jpg, -0.3475584, 1, 0, 28.29757
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_08_968.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_08_968.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_08_968.jpg, -0.04734841, 0.9227135, 0, 29.21461
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_074.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_074.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_074.jpg, 0, 0.6237553, 0, 29.80213
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_176.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_176.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_176.jpg, 0, 0.3187456, 0, 30.01954
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_276.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_276.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_276.jpg, 0, 0.01774273, 0, 29.85206
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_376.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_376.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_376.jpg, -0.0205848, 0.2779491, 0, 29.77269
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_480.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_480.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_480.jpg, -0.3157848, 0.573149, 0, 29.96657
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_585.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_585.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_585.jpg, -0.5448354, 0.8844297, 0, 30.10191
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_689.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_689.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_689.jpg, -0.192177, 0.6170949, 0, 30.1075
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_795.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_795.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_795.jpg, 0, 0.3193044, 0, 30.03009
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_09_898.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_09_898.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_09_898.jpg, 0, 0.00982918, 0, 29.8372
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_10_003.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_10_003.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_10_003.jpg, 0, 0, 0, 29.53651
C:\Users\K-razy\Desktop\Data\IMG\center_2020_06_13_12_36_10_108.jpg, C:\Users\K-razy\Desktop\Data\IMG\left_2020_06_13_12_36_10_108.jpg, C:\Users\K-razy\Desktop\Data\IMG\right_2020_06_13_12_36_10_108.jpg, 0, 0.3126912, 0, 29.46842
